0,1,2
-3.2631638,3.5086913,4.9977336
8.841893,10.268716,7.231218
2.328752,7.4032764,7.119669
2.7884693,7.0432334,7.91428
10.170314,9.452951,7.562371
8.790315,12.1297455,7.343148
9.206898,10.036004,6.9870954
0.41474822,6.669586,6.356692
-1.4353428,4.4273353,5.1238112
-3.1025336,2.8668344,5.851474
11.534013,11.366702,6.8979874
0.25893137,4.71584,6.7358146
-3.288676,2.5287478,4.231086
8.671719,10.368299,8.063362
-1.7303667,7.493054,5.048126
9.389494,10.460923,6.6358585
2.811353,6.840271,7.7354817
12.292663,10.91879,7.768725
-1.434996,4.330931,6.48846
11.477193,11.471296,7.0750694
11.242165,11.683351,8.432534
-6.72642,2.04397,5.9293995
11.525906,10.893565,7.9736753
-5.288626,1.9784858,5.185516
-1.60725,4.012832,5.7160835
11.683973,10.08746,8.390797
-2.3676476,7.4790983,4.809835
-0.9057352,4.2674937,5.6783276
11.209838,10.409317,7.8844075
8.917312,11.038254,8.065575
11.0788555,11.125265,7.5413585
8.544578,9.3975935,6.7759576
-2.6283667,7.5561366,4.8086987
0.20681751,4.7179575,6.3731923
-3.4452093,3.0521934,4.627311
-2.3734949,4.676518,6.6090775
9.179681,10.443236,7.8170676
1.8165656,7.260414,7.9862556
-1.9415153,3.9636087,6.5137963
0.8757433,6.7390757,7.6574783
0.8479091,6.015397,6.934999
2.4891188,6.8511295,7.471471
7.6200604,10.17913,6.9803276
6.9640794,10.940343,7.002771
12.269024,11.239969,7.9983435
-4.7914133,2.2195888,4.93354
5.430547,9.411922,6.6980157
-3.1804214,8.977736,4.733747
10.622076,11.043157,8.026154
4.920229,9.457089,6.952018
1.6220001,8.0799265,7.59561
3.2887983,8.05927,7.4233418
-1.9380847,2.8623223,5.5192275
-3.617125,3.469728,4.768536
9.151505,9.854378,8.258738
8.3108425,9.927691,6.9249578
-4.7884607,2.099169,5.9076343
3.083946,8.134326,7.541163
-0.41106832,4.3033166,6.5591197
10.703878,11.370641,8.258571
-2.202367,5.9043727,5.9757223
8.381282,9.9697075,7.298688
-2.8649395,1.8952936,5.0929313
11.88346,10.616858,7.216188
10.897393,11.949218,8.267794
-3.7983403,8.201502,4.4039717
8.23023,9.5403185,6.7953744
11.891478,10.374596,6.886745
9.524091,9.6965,8.011717
9.106067,10.882569,6.9746275
5.49725,8.875748,6.9465218
-2.1314037,5.5147448,6.385549
6.5017147,10.578882,7.939205
9.022736,9.866863,7.895868
12.149668,10.796233,8.142124
11.774325,10.143001,6.9310055
10.347583,10.120398,7.764885
2.2256033,8.224594,9.040912
-3.146577,2.257924,6.306025
-3.7786045,3.0198872,4.7588243
4.483034,8.965489,7.1965437
3.1063385,8.386539,7.6592093
